ofício,Schreiben
único,alleinig
sozinho,allein
só,alleinstehend
só,allein
alergia,Allergie
alérgico,allergisch
alergologia,Allergologie
Tá!,Alles klar!
Beleza?,Alles klar?
Beleza?,Alles klar?
faz-tudo,Alleskönnerin
faz-tudo,Alleskönner
tudo,alles
Eva,Alles über Eva
todo,alle
todos,alle
omnipresente,allgegenwärtig
onipresente,allgegenwärtig
ubíquo,allgegenwärtig
comum,allgemein
geral,allgemein
geralmente,allgemein
generalidade,Allgemeinheit
público,Allgemeinheit
universalidade,Allgemeinheit
clínico-geral,Allgemeinmediziner
aliança,Allianz
jacaré,Alligator
aliado,Alliierter
aliada,Alliierte
alliumfobia,Alliumphobie
Deus,Allmächtiger
omnipotente,allmächtig
todo-poderoso,allmächtig
entretanto,allmählich
gradual,allmählich
gradualmente,allmählich
paulatinamente,allmählich
progressivo,allmählich
alodoxafobia,Allodoxaphobie
alofonia,Allophonie
alotropia,Allotropie
alocentrismo,Allozentrismus
geral,allseitig
geral,allseits
dia-a-dia,Alltag
quotidiano,Alltag
comum,alltäglich
cotidiano,alltäglich
banalidade,Alltäglichkeit
ordinário,alltäglich
quotidiano,alltäglich
corriqueiro,alltäglich
universal,allumfassend
omnisciência,Allwissenheit
onisciência,Allwissenheit
espaço,All
universo,All
comportamento,Allüre
esmola,Almosen
pasto,Alm
alpaca,Alpaka
ferreirinha-alpina,Alpenbraunelle
gralha-de-bico-amarelo,Alpendohle
pilrito-comum,Alpenstrandläufer
alfabeticamente,alphabetisch
alfabético,alphabetisch
abecedário,Alphabet
alfabeto,Alphabet
alfa,Alpha
alpino,alpin
alpinismo,Alpinismus
pesadelo,Alptraum
quer,als auch
tanto,als auch
cedo,alsbald
imediatamente,alsbald
como,als
desistiu,als jemand ... aufgab
abdicou,als jemand abdankte
desistiu,als jemand aufgab
acordou,als jemand aufwachte
entregou,als jemand auslieferte
emigrou,als jemand auswanderte
selecionou,als jemand auswählte
introduziu,als jemand einführte
intercalou,als jemand einschaltete
interpolou,als jemand einschaltete
intimidou,als jemand einschüchterte
imigrou,als jemand einwanderte
próximo,als nächstes
Francamente!,Also ehrlich!
enfim,also
pois,also
portanto,also
Francamente!,Also wirklich!
quando,als
que,als
ancestral,alt
antigo,alt
altar,Altar
sebo,Altbuchhandlung
idosa,alte Frau
respeitável,altehrwürdig
venerado,altehrwürdig
sucata,Alteisen
asilo,Altenheim
pá!,Alter!
velho,alter Herr
idoso,alter Mann
alternativamente,alternativ
alternativo,alternativ
alternativa,Alternative
opção,Alternative
envelhecer,altern
alternante,alternierend
caduco,altersschwach
decrépito,altersschwach
senil,altersschwach
caducidade,Altersschwäche
caduquice,Altersschwäche
arqueologia,Altertumsforschung
arqueologia,Altertumskunde
antiguidade,Altertum
antigo,altertümlich
arcaico,altertümlich
envelhecimento,Alterung
idoso,Alter
velho,Alter
idade,Alter
idoso,alt
contralto,Altistin
precoce,altklug
envelhecer,alt machen
antiquado,altmodisch
cafona,altmodisch
obsoleto,altmodisch
altruísmo,Altruismus
altruisticamente,altruistisch
altruístico,altruistisch
paleolítico,Altsteinzeit
velho,alt
velhote,alt
envelhecer,alt werden
usado,alt
contralto,Alt
papel-alumínio,Alufolie
papel-alumínio,Aluminiumfolie
alumínio,Aluminium
alunita,Alunit
alveolar,alveolengängig
Alzheimer,Alzheimer
amanuense,Amanuensis
amaranto,Amarant
amador,Amateur
diletante,Amateur
amatofobia,Amathophobie
amaxofobia,Amaxophobie
vitória-régia,Amazonas-Riesenseerose
pororoca,Amazonaswelle
amazonita,Amazonenstein
amazona,Amazone
ambicioso,ambitioniert
grandioso,ambitioniert
ambição,Ambition
bigorna,Amboss
bigorna,Amboss
ambulatório,Ambulanz
ambulância,Ambulanz
ambulofobia,Ambulophobie
tamanduá,Ameisenbär
formigueiro,Ameisenhaufen
formigueiro,Ameisennest
formiga,Ameise
amerício,Americium
americana,Amerikanerin
americano,Amerikaner
americano,amerikanisch
barracuda-gigante,amerikanischer Pfeilhecht
americanização,Amerikanisierung
América,Amerika
ametista,Amethyst
aminoácido,Aminosäure
continuamente,am laufenden Band
ama,Amme
amoníaco,Ammoniak
na,am
amnésia,Amnesie
amnesifobia,Amnesiphobie
amnistia,Amnestie
anistia,Amnestie
endoidar,Amok laufen
amoral,amoralisch
amoralmente,amoralisch
amortização,Amortisation
Cupido,Amor
farol,Ampel
semáforo,Ampel
amperímetro,Amperemeter
Anfião,Amphion
anfiteatro,Amphitheater
Anfitrite,Amphitrite
ânfora,Amphora
ânfora,Amphore
amplitude,Amplitude
amputação,Amputation
melro-preto,Amsel
Amesterdão,Amsterdam
Amsterdão,Amsterdam
Amsterdã,Amsterdam
oficial,amtlich
impeachment,Amtsenthebungsverfahren
homólogo,Amtskollege
homóloga,Amtskollegin
escrivã,Amtsschreiberin
escrivão,Amtsschreiber
oficial,Amtsträgerin
oficial,Amtsträger
deslealdade,Amtsvergehen
prevaricação,Amtsvergehen
gestão,Amtszeit
mandato,Amtszeit
cargo,Amt
ofício,Amt
repartição,Amt
função,Amt
amuleto,Amulett
figa,Amulett in Faustform
patuá,Amulett
tigre-siberiano,Amurtiger
amicofobia,Amychophobie
no,am
ameba,Amöbe
divertido,amüsant
engraçado,amüsant
diversão,Amüsement
boate,Amüsierlokal
anabático,anabatisch
anablefobia,Anablephobie
anacronismo,Anachronismus
anaeróbio,anaerob
anal,anal
analgesia,Analgesie
analogamente,analog
analogia,Analogie
analógico,analog
analfabetismo,Analphabetentum
analfabeta,Analphabetin
analfabeto,analphabetisch
analfabetismo,Analphabetismus
analfabeto,Analphabet
análise,Analyse
analisar,analysieren
analista,Analyst
analiticamente,analytisch
analítico,analytisch
abacaxi,Ananas
ananás,Ananas
ao,an
anafilaxia,Anaphylaxie
anaplasia,Anaplasie
anapesto,Anapäst
anarquia,Anarchie
caos,Anarchie
anárquico,anarchisch
caótico,anarchisch
anarquismo,Anarchismus
anarquista,Anarchistin
anarquista,anarchistisch
anárquico,anarchistisch
anarquista,Anarchist
Anatólia,Anatolien
anatomia,Anatomie
anatomicamente,anatomisch
anatómico,anatomisch
anatômico,anatomisch
iniciar,anbahnen
preparar,anbahnen
ampliação,Anbau
afetar,anbelangen
marcar,anberaumen
adorar,anbeten
idolatrar,anbeten
venerar,anbeten
admirável,anbetungswürdig
abastecer,anbieten
apresentar-se,anbieten
fornecer,anbieten
ministrar,anbieten
oferecer-se,anbieten
oferecer,anbieten
ofertar,anbieten
proporcionar,anbieten
vendedor,Anbieter
atar,anbinden
prender,anbinden
fitar,anblicken
vista,Anblick
alourar,anbraten
dourar,anbraten
romper,anbrechen
colocar,anbringen
construir,anbringen
montar,anbringen
princípio,Anbruch
aloirar,anbräunen
Anquises,Anchises
ancraofobia,Ancraophobie
devoção,Andacht
Andaluzia,Andalusien
continuar,andauern
constante,andauernd
contínuo,andauernd
durável,andauernd
estável,andauernd
incessante,andauernd
ininterrupto,andauernd
permanente,andauernd
persistente,andauernd
durar,andauern
persistir,andauern
quinoa,Andenhirse
memória,Andenken
abandonar,an den Nagel hängen
desistir,an den Nagel hängen
outro,anderer
diferentemente,andernfalls
senão,andernfalls
dissidente,Andersdenkender
dissidente,anders denkend
diferente,anders
dissidente,andersgläubig
insinuar,andeuten
esboçar,andeuten
indício,Andeutung
Andorra,Andorra
André,Andreas
empurrar,andrehen
androide,Androide
androide,Android
andrologia,Andrologie
Andrómaca,Andromache
Andrômaca,Andromache
Andrômeda,Andromeda
androfobia,Androphobie
apropriação,Aneignung
repugnar,anekeln
anemofobia,Anemophobie
em,an
aprovado,anerkannt
reconhecidamente,anerkannterweise
reconhecido,anerkannt
aceitar,anerkennen
admitir,anerkennen
agradecer,anerkennen
apreciar,anerkennen
aprovar,anerkennen
confessar,anerkennen
elogiar,anerkennen
reconhecer,anerkennen
aceitação,Anerkennung
aprovação,Anerkennung
legalização,Anerkennung
legitimação,Anerkennung
reconhecimento,Anerkennung
respeito,Anerkennung
aneurisma,Aneurysma
acometer,anfallen
agredir,anfallen
acesso,Anfall
ataque,Anfall
começar,anfangen
iniciar,anfangen
principiar,anfangen
inicial,Anfangs-
novo,Anfangs-
inicialmente,anfangs
primariamente,anfangs
começo,Anfang
início,Anfang
princípio,Anfang
abordar,anfassen
agarrar,anfassen
ajudar,anfassen
começar,anfassen
pegar,anfassen
tocar,anfassen
tratar,anfassen
hostilidade,Anfeindung
manufaturar,anfertigen
fabricar,anfertigen
redigir,anfertigen
acender,anfeuern
implorar,anflehen
suplicar,anflehen
mentir,anflunkern
pedir,anfordern
solicitar,anfordern
exigência,Anforderung
requisito,Anforderung
consulta,Anfrage
inquirimento,Anfrage
comer,anfressen
susceptível,anfällig
fraco,anfällig
suscetibilidade,Anfälligkeit
iniciante,Anfängerin
principiante,Anfängerin
iniciante,Anfänger
principiante,Anfänger
inicial,anfänglich
inicialmente,anfänglich
acrescentar,anfügen
invocar,anführen
liderar,anführen
líder,Anführer
dado,Angabe
especificação,Angabe
informação,Angabe
declaração,Angabe
depoimento,Angabe
declarar,angeben
especificar,angeben
indicar,angeben
servir,angeben
alegar,angeben
bazofiar,angeben
gabar-se,angeben
gabarolice,Angeberei
fanfarrona,Angeberin
gabarola,Angeberin
exibicionista,angeberisch
metido,angeberisch
metido,Angeber
fanfarrão,Angeber
gabarola,Angeber
bazofiador,Angeber
alegadamente,angeblich
alegado,angeblich
pretenso,angeblich
putativo,angeblich
supostamente,angeblich
suposto,angeblich
congênito,angeboren
inato,angeboren
nativo,angeboren
apelo,Angebot
cotação,Angebot
estoque,Angebot
oferecimento,Angebot
oferta,Angebot
promoção,Angebot
proposta,Angebot
provisão,Angebot
sortimento,Angebot
barganha,Angebot
superoferta,Angebot
apropriado,angebracht
lembrança,Angedenken
enojado,angeekelt
umedecido,angefeuchtet
futuro,angehend
prospectivo,angehend
acumulado,angehäuft
agregado,angehäuft
acusado,Angeklagter
anunciado,angekündigt
abacaxi,Angelegenheit
acontecimento,Angelegenheit
assunto,Angelegenheit
caso,Angelegenheit
causa,Angelegenheit
coisa,Angelegenheit
matéria,Angelegenheit
negócio,Angelegenheit
questão,Angelegenheit
tema,Angelegenheit
tópico,Angelegenheit
encostado,angelehnt
anzol,Angelhaken
pescar,angeln
investidura,Angelobung
anglo-saxão,angelsächsisch
anglo-saxónico,angelsächsisch
anglo-saxônico,angelsächsisch
adequado,angemessen
apropriado,angemessen
consentâneo,angemessen
conveniente,angemessen
razoável,angemessen
simpático,angenehm
aceitado,angenommen
aceito,angenommen
adotado,angenommen
assumido,angenommen
arranjado,angeordnet
disposto,angeordnet
ordenado,angeordnet
adaptado,angepasst
ajeitado,angepasst
ajustado,angepasst
conformado,angepasst
plantado,angepflanzt
animado,angeregt
excitado,angeregt
induzido,angeregt
abatido,angeschlagen
afiliado,angeschlossen
conceituado,angesehen
considerado,angesehen
estimado,angesehen
ilustre,angesehen
prestigioso,angesehen
respeitado,angesehen
ante,angesichts
considerando,angesichts
crítico,angespannt
tenso,angespannt
hereditário,angestammt
empregado,Angestellter
funcionário,Angestellter
empregada,Angestellte
pretendido,angestrebt
impelido,angetrieben
impulsionado,angetrieben
propulsado,angetrieben
propulsionado,angetrieben
aplicado,angewandt
enojado,angewidert
costume,Angewohnheit
hábito,Angewohnheit
mania,Angewohnheit
angiologia,Angiologie
alinhamento,Angleichung
reajuste,Angleichung
pescador,Angler
anexar,angliedern
anglicismo,Anglizismus
anglofobia,Anglophobie
angolana,Angolanerin
angolano,Angolaner
angolano,angolanisch
Angola,Angola
agredir,angreifen
atacar,angreifen
avançar,angreifen
agressor,Angreifer
atacante,Angreifer
confinar,angrenzen
adjacente,angrenzend
contíguo,angrenzend
contiguidade,Angrenzen
agressão,Angriff
arremetida,Angriff
assalto,Angriff
ataque,Angriff
investida,Angriff
ofensiva,Angriff
angrofobia,Angrophobie
angústia,Angstgefühl
medo,Angst
receio,Angst
xenofobia,Angst vor Fremden
ansiedade,Angst
usar,anhaben
aderir,anhaften
deter,anhalten
continuar,anhalten
persistir,anhalten
dica,Anhaltspunkt
indício,Anhaltspunkt
pista,Anhaltspunkt
pista,Anhalt
anexo,Anhang
apêndice,Anhang
aumentar,anheben
subir,anheben
aumento,Anhebung
aconchegado,anheimelnd
acender,anheizen
contratar,anheuern
anexar,anhängen
pendurar,anhängen
simpatizante,Anhängerin
adepto,Anhänger
aderente,Anhänger
atrelado,Anhänger
partidário,Anhänger
pingente,Anhänger
reboque,Anhänger
sequaz,Anhänger
simpatizante,Anhänger
torcedor,Anhänger
aferro,Anhänglichkeit
acumular,anhäufen
ajuntar,anhäufen
juntar,anhäufen
acumulação,Anhäufung
elevação,Anhöhe
escutar,anhören
ouvir,anhören
audição,Anhörung
audiência,Anhörung
animador,Animateur
animação,Animation
animar,animieren
boate,Animierlokal
animismo,Animismus
inocular,animpfen
anisometropia,Anisometropie
anis,Anis
Ancara,Ankara
amarrar,ankern
âncora,Anker
acorrentar,anketten
amarrar,anketten
encadear,anketten
acusar,anklagen
acusação,Anklage
incriminação,Anklage
queixa,Anklage
afixar,ankleben
clicável,anklickbar
acender,anknipsen
ligar,anknipsen
atar,anknüpfen
chegar,ankommen
aguentar,ankommen
importar,ankommen
nascer,ankommen
chegada,Ankunft
advento,Ankunft
estimular,ankurbeln
fomentar,ankurbeln
dinamizar,ankurbeln
dinamização,Ankurbelung
anquilofobia,Ankylophobie
anunciar,ankündigen
avisar,ankündigen
declarar,ankündigen
noticiar,ankündigen
proclamar,ankündigen
anúncio,Ankündigung
aviso,Ankündigung
notícia,Ankündigung
predisposição,Anlage
aplicação,Anlage
equipamento,Anlage
construção,Anlage
estabelecimento,Anlage
instalação,Anlage
aptidão,Anlage
jeito,Anlage
investimento,Anlage
anexo,Anlage
emprego,Anlage
talento,Anlage
apêndice,Anlage
tendência,Anlage
chegar,anlangen
ensejar,Anlass geben zu
culpar,anlasten
acostamento,Anlegen
colocar,anlegen
construir,anlegen
investidor,Anleger
atracadouro,Anlegestelle
cais,Anlegestelle
marina,Anlegestelle
recostar-se,anlehnen
encostar,anlehnen
debênture,Anleihe
empréstimo,Anleihe
conduzir,anleiten
dirigir,anleiten
instruir,anleiten
guia,Anleitung
manual,Anleitung
treinar,anlernen
entrega,Anlieferung
remessa,Anlieferung
anexo,anliegend
intenção,Anliegen
interesse,Anliegen
objetivo,Anliegen
reclamo,Anliegen
assunto,Anliegen
pedido,Anliegen
desejo,Anliegen
atrair,anlocken
engodar,anlocken
atração,Anlocken
ligar,anmachen
temperar,anmachen
cantada,Anmache
colorir,anmalen
maquiar,anmalen
pintar,anmalen
arrogante,anmaßend
arrogantemente,anmaßend
presunçoso,anmaßend
pretensiosamente,anmaßend
pretensioso,anmaßend
arrogância,Anmaßung
registrar,anmelden
inscrever-se,anmelden
matricular-se,anmelden
login,Anmeldung
aviso,Anmeldung
notificação,Anmeldung
inscrição,Anmeldung
matrícula,Anmeldung
notar,anmerken
comentar,anmerken
anotar,anmerken
comentário,Anmerkung
nota,Anmerkung
observação,Anmerkung
adaptar,anmessen
parecer,anmuten
belo,anmutig
impressão,Anmutung
beleza,Anmut
graça,Anmut
aceitação,Annahme
assunção,Annahme
na,an
Ana,Anna
aceitabilidade,Annehmbarkeit
aceitar,annehmen
assumir,annehmen
aceitante,Annehmer
conveniência,Annehmlichkeit
anexação,Annexion
anulador,Annihilator
propaganda,Annonce
no,an
anulador,Annullator
anular,annullieren
cancelar,annullieren
anulação,Annullierung
cancelamento,Annullierung
aproximar-se,annähern
aproximadamente,annähernd
abordagem,Annähern
aproximação,Annähern
aproximação,Annäherung
convergência,Annäherung
anódio,Anode
anódico,anodisch
anomalia,Anomalie
anónimo,anonym
anônimo,anonym
blusão,Anorak
arranjar,anorden
dispor,anordnen
ordenar,anordnen
colocação,Anordnung
disposição,Anordnung
decreto,Anordnung
anorexia,Anorexie
inorgânico,anorganisch
anosmia,Anosmie
para,an
acomodar,anpassen
adaptar,anpassen
adequar,anpassen
ajustar,anpassen
amoldar,anpassen
apropriar,anpassen
moldar,anpassen
adaptabilidade,Anpassungsfähigkeit
adaptável,anpassungsfähig
adaptação,Anpassung
adequação,Anpassung
ajuste,Anpassung
assimilação,Anpassung
conformismo,Anpassung
reajuste,Anpassung
alinhamento,Anpassung
localizar,anpeilen
apitar,anpfeifen
sinal,Anpfiff
descompostura,Anpfiff
repreensão,Anpfiff
cultivar,anpflanzen
plantar,anpflanzen
provar,anprobieren
adjacente,Anrainer-
abonar,anrechnen
creditar,anrechnen
direito,Anrecht
saudação,Anrede
aguçar,anregen
inspirador,anregend
encorajar,anregen
estimular,anregen
incentivar,anregen
inspirar,anregen
inspirador,Anreger
estímulo,Anregung
inspiração,Anregung
proposta,Anregung
sugestão,Anregung
estimulação,Anregung
incitamento,Anregung
chegada,Anreise
açular,anreizen
atração,Anreiz
estímulo,Anreiz
incentivo,Anreiz
instigação,Anreiz
motivação,Anreiz
aparador,Anrichte
invocar,anrufen
ligar,anrufen
invocação,Anrufung
chamada,Anruf
telefonema,Anruf
avançar,anrücken
mexer,anrühren
anunciar,ansagen
locutor,Ansager
aviso,Ansage
acumular,ansammeln
amontoar,ansammeln
acumulação,Ansammlung
aglomeração,Ansammlung
concentração,Ansammlung
abordagem,Ansatz
aproximação,Ansatz
chegada,Ansatz
começo,Ansatz
depósito,Ansatz
princípio,Ansatz
rudimento,Ansatz
aspirar,ansaugen
adquirir,anschaffen
ligar,anschalten
contemplar,anschauen
examinar,anschauen
mirar,anschauen
observar,anschauen
olhar,anschauen
ver,anschauen
claro,anschaulich
elucidativo,anschaulich
explícito,anschaulich
ilustrativo,anschaulich
clareza,Anschaulichkeit
vividez,Anschaulichkeit
plástico,anschaulich
conceção,Anschauung
visão,Anschauung
aparente,anscheinend
aparentemente,anscheinend
empurrar,anschieben
rabecada,Anschiss
cartaz,Anschlagzettel
ataque,Anschlag
aviso,Anschlag
batente,Anschlag
saque,Anschlag
toque,Anschlag
atentado,Anschlag
cartaz,Anschlag
conectar,anschliessen
depois,anschließend
posteriormente,anschließend
seguinte,anschließend
subsequente,anschließend
unir-se,anschließen
juntar-se,anschließen
conectar,anschließen
compatível,anschlussfähig
ligação,Anschluss
porta,Anschluss
contacto,Anschluss
contato,Anschluss
conexão,Anschluss
encetar,anschneiden
endereço,Anschrift
morada,Anschrift
culpar,anschuldigen
acusação,Anschuldigung
avolumar-se,anschwellen
crescer,anschwellen
dilatar-se,anschwellen
inchar,anschwellen
intumescer,anschwellen
encarar,ansehen
olhar,ansehen
ver,ansehen
examinar,ansehen
caráter,Ansehen
consideração,Ansehen
crédito,Ansehen
estima,Ansehen
fama,Ansehen
prestígio,Ansehen
renome,Ansehen
reputação,Ansehen
respeito,Ansehen
status,Ansehen
bonito,ansehnlich
considerável,ansehnlich
elegante,ansehnlich
escorreito,ansehnlich
importante,ansehnlich
notável,ansehnlich
começar,ansetzen
pôr,ansetzen
criar,ansetzen
ganhar,ansetzen
recomendar,ans Herz legen
vista,Ansicht
estabelecer-se,ansiedeln
estabelecer,ansiedeln
povoado,Ansiedlung
atrelar,anspannen
alusão,Anspielung
afia-lápis,Anspitzer
afiadeira,Anspitzer
afia,Anspitzer
apara-lápis,Anspitzer
estimular,anspornen
incitar,anspornen
estímulo,Ansporn
incentivo,Ansporn
palestra,Ansprache
conversa,Ansprache
acessível,ansprechbar
agradável,ansprechend
apelativo,ansprechend
atraente,ansprechend
gracioso,ansprechend
interpelar,ansprechen
contato,Ansprechpartner
interlocutor,Ansprechpartner
despretensioso,anspruchslos
exigente,anspruchsvoll
pretensioso,anspruchsvoll
sofisticado,anspruchsvoll
pretensão,Anspruch
título,Anspruch
reclamação,Anspruch
reivindicação,Anspruch
exigência,Anspruch
aguçar,anstacheln
atiçar,anstacheln
instituto,Anstalt
compostura,Anstand
cortesia,Anstand
decoro,Anstand
decência,Anstand
dignidade,Anstand
elegância,Anstand
recatamento,Anstand
recato,Anstand
fitar,anstarren
acender,anstecken
contagiar,anstecken
contaminar,anstecken
contagioso,ansteckend
infecioso,ansteckend
incendiar,anstecken
infectar,anstecken
infetar,anstecken
crachá,Anstecker
contaminação,Ansteckung
contágio,Ansteckung
